,unixtimestap,open,high,low,close,vwap,volume,count
506,1663977600.0,29502.4,29502.4,28941.0,29008.2,29328.2,9.35311668,387.0
507,1664064000.0,29031.3,29387.6,28682.4,28812.4,29161.9,5.43740897,276.0
508,1664150400.0,28829.4,29772.3,28749.6,29711.1,29291.8,13.60811041,489.0
509,1664236800.0,29676.5,31417.9,29400.0,29671.5,30418.9,8.92499139,499.0
510,1664323200.0,29671.5,30238.9,28944.7,29890.6,29560.8,14.50329031,528.0
511,1664409600.0,29849.0,30250.0,29297.4,30062.0,29963.8,12.20925256,481.0
512,1664496000.0,30036.3,31271.1,29581.1,30345.4,30183.8,14.1966257,474.0
513,1664582400.0,30349.6,30444.2,30086.4,30190.4,30248.8,4.8459565,375.0
514,1664668800.0,30165.0,30297.4,29497.0,29709.8,29908.8,36.77494867,976.0
515,1664755200.0,29729.2,30259.9,29607.3,30134.3,29937.8,14.94845544,405.0
516,1664841600.0,30185.3,31431.5,29996.9,31249.7,30697.1,16.78691011,552.0
517,1664928000.0,31058.8,31376.3,30766.2,30954.5,31045.3,10.00782441,515.0
518,1665014400.0,31005.6,31475.3,30911.2,31177.1,31208.9,14.3080812,496.0
519,1665100800.0,31117.2,31299.6,30391.0,30750.1,31109.9,12.58237484,413.0
520,1665187200.0,30768.7,30849.4,30329.9,30466.3,30591.7,5.47331259,342.0
521,1665273600.0,30572.2,30699.9,28000.0,30376.9,29999.0,37.53098183,999.0
522,1665360000.0,30437.1,30767.6,30297.0,30388.7,30588.4,26.11843529,919.0
523,1665446400.0,30374.9,30535.0,30155.2,30385.0,30345.3,15.80071601,577.0
524,1665532800.0,30389.5,30673.6,30389.5,30495.2,30522.6,6.31470679,419.0
525,1665619200.0,30509.7,30897.9,29087.3,30747.9,30127.8,25.71149624,822.0
526,1665705600.0,30700.7,31452.6,30700.7,30955.2,31182.6,16.4054047,510.0
527,1665792000.0,30996.0,30996.9,30669.0,30730.2,30887.4,5.4258838,239.0
528,1665878400.0,30777.8,31127.8,30774.2,30984.1,30929.8,8.0124844,325.0
529,1665964800.0,30982.6,31275.0,30725.1,31016.2,31017.1,12.38423638,480.0
530,1666051200.0,31039.3,31192.9,30410.5,30597.2,30996.9,17.2776628,659.0
531,1666137600.0,30594.9,30784.3,30464.0,30551.3,30582.3,7.91391164,362.0
532,1666224000.0,30531.9,30742.8,30250.7,30411.1,30533.3,10.4764407,360.0
533,1666310400.0,30433.4,30525.1,29970.1,30035.1,30389.5,17.77625899,354.0
534,1666396800.0,30079.9,30221.9,29990.0,30164.8,30077.1,5.93500228,248.0
535,1666483200.0,30180.9,30832.9,30050.7,30722.6,30507.4,11.43103487,330.0
536,1666569600.0,30752.1,30842.8,30422.9,30580.0,30680.9,20.26252501,328.0
537,1666656000.0,30580.0,31925.1,30442.5,31387.9,31068.9,19.83110018,469.0
538,1666742400.0,31500.0,32449.1,31406.3,32000.6,31832.3,21.76609755,592.0
539,1666828800.0,32005.6,32143.7,31409.2,31478.8,31966.7,17.45197771,508.0
540,1666915200.0,31537.5,32415.6,31300.0,32206.1,31628.5,18.85747981,458.0
541,1667001600.0,32139.1,32823.6,32110.5,32486.1,32424.2,5.07737073,253.0
542,1667088000.0,32504.8,32639.8,32124.2,32200.5,32395.1,2.8008643,347.0
543,1667174400.0,32221.9,32555.0,31869.0,31994.4,32099.8,14.45625502,479.0
544,1667260800.0,31930.7,32133.3,31747.1,32113.2,31933.7,11.59395943,755.0
545,1667347200.0,31955.3,32252.4,31572.0,31845.0,31906.6,20.56937905,835.0
546,1667433600.0,31819.8,32350.4,31806.4,32178.7,32053.1,14.80933062,547.0
547,1667520000.0,32116.6,32857.4,32040.8,32758.0,32386.3,14.32997499,728.0
548,1667606400.0,32758.0,33236.1,32675.0,32966.6,33072.2,5.26804225,375.0
549,1667692800.0,32993.9,33089.3,32503.3,32514.6,32872.5,13.65163721,456.0
550,1667779200.0,32532.7,32877.5,31572.0,31842.9,32308.0,17.58224799,996.0
551,1667865600.0,31859.8,32014.1,27000.0,28567.6,29476.7,63.15349524,1972.0
552,1667952000.0,28624.5,28697.5,24302.1,24729.2,26375.7,65.09351915,2608.0
553,1668038400.0,24738.6,27445.6,24654.0,26636.1,25866.2,34.74192481,1498.0
554,1668124800.0,26500.1,26750.0,24616.9,25380.3,25575.2,31.91176612,774.0
555,1668211200.0,25378.0,25432.7,24794.6,24944.3,25094.6,12.37848757,465.0
556,1668297600.0,24944.3,25175.9,24163.2,24286.3,24682.9,15.62861431,637.0
557,1668384000.0,24291.8,25361.8,23519.4,24784.9,24205.3,28.92880654,938.0
558,1668470400.0,24726.1,25227.5,24587.8,24892.4,24883.3,25.43393324,596.0
559,1668556800.0,24931.4,25145.0,24276.6,24685.9,24745.7,19.05823699,682.0
560,1668643200.0,24785.3,25000.2,24467.6,24861.8,24761.7,27.84441407,864.0
561,1668729600.0,24923.4,25306.2,24540.6,24930.7,24913.0,38.16195707,985.0
562,1668816000.0,24955.0,25196.5,24808.4,25071.7,24910.2,5.72978927,292.0
563,1668902400.0,25047.2,25066.9,24289.7,24304.2,24744.2,10.0421413,473.0
564,1668988800.0,24304.0,24549.4,23000.0,23841.4,24048.3,54.37654799,1595.0
565,1669075200.0,23782.2,24509.0,23423.3,24394.9,23874.3,77.40430658,2577.0
566,1669161600.0,24379.2,24988.8,24278.4,24647.9,24670.4,26.43471539,833.0
567,1669248000.0,24594.8,24857.3,24391.7,24522.5,24622.4,13.58207127,610.0
568,1669334400.0,24501.3,24601.0,24192.3,24528.1,24431.2,22.3037191,490.0
569,1669420800.0,24535.3,24772.8,24352.5,24445.8,24611.4,7.9162446,353.0
570,1669507200.0,24431.2,24722.1,24431.2,24490.8,24602.7,8.83394968,263.0
571,1669593600.0,24528.9,24607.1,24092.3,24406.1,24300.8,19.43969706,426.0
572,1669680000.0,24384.0,24710.4,24276.8,24701.0,24485.9,11.35900042,397.0
573,1669766400.0,24694.1,25556.1,24632.0,25328.7,25198.9,11.62089268,502.0
574,1669852800.0,25300.0,25358.9,24829.2,24956.2,25056.6,9.4512425,437.0
575,1669939200.0,24955.8,25186.2,24832.8,25160.9,24946.8,17.26505422,636.0
576,1670025600.0,25190.2,25215.0,24882.5,24910.6,25057.1,6.54155022,271.0
577,1670112000.0,24892.5,25237.2,24892.5,25185.2,25163.7,6.66681029,279.0
578,1670198400.0,25185.0,25558.5,25120.1,25277.6,25366.3,16.57822389,788.0
579,1670284800.0,25276.8,25549.7,25181.3,25512.7,25312.3,6.14350727,346.0
580,1670371200.0,25510.4,25530.3,24956.4,25049.1,25277.4,14.60285844,572.0
581,1670457600.0,25078.9,31200.0,24887.9,25511.6,25111.1,15.68271173,675.0
582,1670544000.0,25459.4,25546.0,25161.7,25229.6,25418.4,11.53488634,457.0
583,1670630400.0,25231.7,25390.1,25223.2,25255.0,25275.6,3.66696863,210.0
584,1670716800.0,25255.0,25481.6,25190.2,25238.8,25318.8,7.33637955,315.0
585,1670803200.0,25233.0,25441.9,24971.2,25435.6,25134.8,23.25312912,501.0
586,1670889600.0,25420.2,26124.5,25253.7,25888.8,25578.8,24.6841007,950.0
587,1670976000.0,25907.4,26632.0,25729.8,25952.6,26036.9,20.4110861,805.0
588,1671062400.0,25961.0,26195.7,25686.0,25890.6,25981.4,19.00604841,583.0
589,1671148800.0,25849.6,26160.0,24750.0,24874.6,25431.0,25.03274852,797.0
590,1671235200.0,24865.2,25106.6,24818.5,25098.9,24984.0,8.7490725,283.0
591,1671321600.0,25029.0,25103.7,24900.0,25075.0,25019.4,5.98240667,301.0
592,1671408000.0,25005.5,25106.4,24333.2,24503.3,24892.2,17.76129202,674.0
593,1671494400.0,24526.8,25494.7,24511.4,25289.9,25148.7,15.19138082,539.0
594,1671580800.0,25250.0,25345.3,24930.5,25013.9,25224.5,18.34113492,509.0
595,1671667200.0,25040.5,25220.9,24819.8,25203.6,25040.7,12.51953042,460.0
596,1671753600.0,25201.6,25266.6,24974.1,25002.6,25175.0,15.52185371,622.0
597,1671840000.0,24991.6,25163.4,24966.5,25123.4,25086.1,7.75198461,473.0
598,1671926400.0,25122.9,25156.4,24991.6,25124.1,25108.1,20.1136858,496.0
599,1672012800.0,25130.0,25213.0,24986.1,25003.0,25107.2,14.7426432,513.0
600,1672099200.0,25101.5,25130.3,24663.6,24840.8,24879.4,4.85776233,352.0
601,1672185600.0,24804.2,24885.1,24476.3,24540.0,24700.5,24.61333956,645.0
602,1672272000.0,24537.9,24764.1,24464.9,24610.6,24632.8,11.59532498,344.0
603,1672358400.0,24608.8,24628.4,24146.7,24358.4,24387.1,10.82874158,365.0
604,1672444800.0,24376.4,24418.1,24206.5,24303.6,24318.5,6.11283522,319.0
605,1672531200.0,24280.1,24435.1,24250.2,24414.5,24347.8,4.7626789,240.0
606,1672617600.0,24416.9,24648.5,24321.9,24556.8,24547.4,7.36954426,340.0
607,1672704000.0,24500.0,25021.5,24437.9,24796.2,24684.2,11.91781981,408.0
608,1672790400.0,24785.4,24953.2,24420.9,24685.2,24775.9,13.34210788,379.0
609,1672876800.0,24679.5,25003.4,24604.2,24905.4,24733.8,14.34088412,637.0
610,1672963200.0,24904.9,24959.5,24488.4,24671.4,24792.1,17.92636953,999.0
611,1673049600.0,24670.2,24717.0,24618.8,24695.5,24663.1,12.66520307,441.0
612,1673136000.0,24707.1,24869.6,24636.1,24869.6,24722.3,16.38062893,475.0
613,1673222400.0,24891.9,25048.0,24752.6,24863.2,24851.9,18.83151024,515.0
