,unixtimestap,open,high,low,close,vwap,volume,count
0,1621814400.0,45405.2,51636.1,44408.0,50154.2,48593.1,31.16097678,1749.0
1,1621900800.0,50480.4,51535.4,47241.3,49280.8,49165.2,28.3479232,2214.0
2,1621987200.0,49644.6,52721.0,49086.0,50652.3,51311.7,34.7236337,1874.0
3,1622073600.0,50748.9,52154.7,48000.0,49789.2,49341.9,17.80870554,1047.0
4,1622160000.0,49650.0,50416.3,45250.3,46355.4,47711.6,18.24064151,1071.0
5,1622246400.0,46502.8,48453.1,43897.8,45123.6,45453.1,8.96931659,667.0
6,1622332800.0,45047.7,47512.1,43624.2,46494.3,46123.1,6.59509267,1215.0
7,1622419200.0,46467.1,48436.7,44494.2,48293.8,46951.7,10.32790962,1261.0
8,1622505600.0,48697.4,48940.5,46357.1,47652.0,47533.4,13.195162,1233.0
9,1622592000.0,47533.6,49282.5,46676.2,48663.3,48414.6,16.69422051,816.0
10,1622678400.0,49001.5,51337.8,48263.5,51132.8,50189.5,8.946996,763.0
11,1622764800.0,50891.2,50914.2,46695.3,47702.1,48118.0,23.25857985,1032.0
12,1622851200.0,47614.9,49110.1,45360.5,45980.9,47343.9,5.52420307,473.0
13,1622937600.0,46066.8,47186.4,45822.0,46377.8,46610.1,4.81583272,286.0
14,1623024000.0,46422.1,47687.7,43175.9,43417.6,45212.8,16.04682712,926.0
15,1623110400.0,43308.6,43995.9,40352.4,43451.9,42413.0,20.78027003,1592.0
16,1623196800.0,43451.0,48578.1,42112.6,48578.1,46349.9,23.84180232,782.0
17,1623283200.0,48741.4,49533.5,46469.5,47555.8,48092.1,9.40145387,600.0
18,1623369600.0,47250.0,48570.2,46551.3,48565.3,47681.9,3.69906559,221.0
19,1623456000.0,48492.9,48558.5,45318.3,46435.1,46173.0,10.11616537,498.0
20,1623542400.0,45976.9,50812.4,45072.2,50695.7,47320.0,6.06032136,270.0
21,1623628800.0,50734.4,53000.0,50357.7,52566.6,51274.4,15.55047993,651.0
22,1623715200.0,52808.0,53656.7,51456.0,52168.5,52326.3,7.46036269,404.0
23,1623801600.0,52102.3,52638.8,49938.6,50326.3,50920.3,13.73389405,856.0
24,1623888000.0,50289.2,52087.6,49554.5,50280.0,50780.3,9.4304125,654.0
25,1623974400.0,50277.4,50419.0,47000.0,47911.3,49242.7,13.11118529,1050.0
26,1624060800.0,48008.2,48747.2,46847.3,47764.3,47711.1,5.29755108,331.0
27,1624147200.0,47818.2,48310.0,44847.2,47743.0,46965.7,11.34001138,531.0
28,1624233600.0,47563.7,47750.0,41898.0,42129.4,44103.0,16.15871272,872.0
29,1624320000.0,42072.5,44237.6,38669.0,42774.9,41744.4,33.15879715,1026.0
30,1624406400.0,43115.5,45996.0,42985.1,44649.4,44667.4,5.70454193,262.0
31,1624492800.0,44584.7,46451.9,43000.0,45828.5,44427.6,11.33471156,370.0
32,1624579200.0,45912.6,46797.4,41462.8,41970.0,44041.9,10.20236729,349.0
33,1624665600.0,41680.0,43162.1,39945.8,42459.3,40782.8,11.24049928,351.0
34,1624752000.0,42635.7,45777.2,42438.8,45777.2,44055.1,9.22723423,378.0
35,1624838400.0,45950.1,46451.9,44880.9,45554.1,45537.3,11.52682561,493.0
36,1624924800.0,45741.1,48486.4,45438.0,47724.5,47088.3,11.29468342,771.0
37,1625011200.0,47785.1,47928.1,45498.5,46800.0,46437.9,13.18523449,658.0
38,1625097600.0,46474.3,46693.0,43913.0,44946.1,45375.0,5.61487542,270.0
39,1625184000.0,44906.8,45383.5,43499.4,45056.1,44076.4,14.88206414,400.0
40,1625270400.0,45004.8,46392.1,44384.5,45711.7,45277.4,4.08370494,354.0
41,1625356800.0,46090.9,47773.9,45767.4,46879.2,46666.8,6.14649866,408.0
42,1625443200.0,46720.0,46720.0,44109.0,44834.5,45531.3,7.97178372,503.0
43,1625529600.0,44791.2,46100.6,44712.9,45657.7,45318.7,4.90366751,389.0
44,1625616000.0,45568.1,46560.8,45207.1,45207.1,46298.6,5.17884973,364.0
45,1625702400.0,45245.4,45245.4,43378.3,44271.8,44035.1,10.9010609,449.0
46,1625788800.0,44058.6,45520.0,43757.8,45461.9,44392.8,7.50921194,273.0
47,1625875200.0,45570.4,45789.7,44289.9,44900.0,45009.1,2.16885366,117.0
48,1625961600.0,44824.6,46128.9,44620.1,45882.3,45201.4,1.72255598,102.0
49,1626048000.0,45814.4,46236.7,43777.0,44510.0,44998.2,9.7060345,301.0
50,1626134400.0,44387.0,44685.3,43418.4,44011.5,44187.3,9.51239124,700.0
51,1626220800.0,44093.4,44288.0,42596.2,43925.2,43446.7,17.94772393,613.0
52,1626307200.0,43949.8,44190.9,42133.8,42620.1,43186.1,4.97015818,253.0
53,1626393600.0,42791.3,43459.9,41989.1,42511.1,42700.2,5.98180769,236.0
54,1626480000.0,42433.8,43159.1,42292.8,42790.5,42497.5,4.38438828,188.0
55,1626566400.0,42621.0,43833.8,42225.8,43079.8,42995.8,2.66804192,198.0
56,1626652800.0,43068.6,43275.8,41458.0,42216.9,42516.8,11.18524882,488.0
57,1626739200.0,42285.4,42285.4,40000.0,40513.7,40631.6,22.66425506,702.0
58,1626825600.0,40502.8,44502.9,40205.1,43679.7,42457.6,15.85054978,534.0
59,1626912000.0,43736.2,44270.3,43060.6,43794.5,43592.4,9.11887789,293.0
60,1626998400.0,43854.6,45691.1,43669.3,45691.1,44408.3,13.13838479,315.0
61,1627084800.0,45659.1,46940.8,45630.5,46663.1,46145.5,10.20989678,292.0
62,1627171200.0,46782.4,48050.0,46239.8,48050.0,47067.0,2.42298589,218.0
63,1627257600.0,48486.4,54777.0,48486.4,50806.9,52067.8,30.9162309,877.0
64,1627344000.0,50293.4,53640.7,49546.9,53640.7,51235.6,21.38641405,553.0
65,1627430400.0,53430.0,55725.1,53034.3,54265.5,54614.1,15.72577991,578.0
66,1627516800.0,54216.1,54839.2,53443.8,54104.0,54174.1,13.24246409,380.0
67,1627603200.0,54194.4,57186.7,52029.8,57064.3,54025.0,13.32849614,355.0
68,1627689600.0,57709.8,57709.8,56152.0,56900.0,56998.7,12.03333239,333.0
69,1627776000.0,56305.9,58067.3,53796.3,54659.9,56722.8,15.18388684,517.0
70,1627862400.0,54368.6,54855.9,52645.9,53402.8,53832.8,22.51814835,614.0
71,1627948800.0,52978.8,53970.6,51275.9,51646.4,52212.7,10.76832078,534.0
72,1628035200.0,51787.1,54396.7,50875.0,54210.2,53267.6,14.52248985,420.0
73,1628121600.0,53931.0,55838.5,50677.3,55251.4,53340.0,18.6425032,781.0
74,1628208000.0,55183.4,58742.7,54099.2,58078.4,56150.1,11.23611295,402.0
75,1628294400.0,58192.4,60901.9,58033.2,60775.9,59211.0,6.13703896,340.0
76,1628380800.0,60560.0,61591.4,59236.2,59796.6,60326.9,3.45681686,191.0
77,1628467200.0,59797.5,63320.9,58437.2,63160.3,60854.0,14.72558905,455.0
78,1628553600.0,64028.0,64028.0,60958.4,62000.0,62098.8,13.46650929,766.0
79,1628640000.0,62000.0,63500.0,61810.0,61936.8,62348.8,21.55285617,563.0
80,1628726400.0,61891.7,62856.2,59881.0,60636.2,61042.1,12.9999821,464.0
81,1628812800.0,60871.9,64847.7,60704.0,64691.7,63021.8,10.6671848,388.0
82,1628899200.0,64932.7,65442.7,62620.6,64056.1,64168.2,5.67160017,273.0
83,1628985600.0,64170.3,64360.7,62000.0,63868.9,63194.2,3.6569504,235.0
84,1629072000.0,64101.0,65431.0,62427.4,62450.0,64209.7,5.55447824,294.0
85,1629158400.0,62663.0,64509.7,61103.4,61239.5,62987.9,25.82789133,1163.0
86,1629244800.0,61433.8,63476.1,61034.0,62237.0,62265.9,12.40507808,409.0
87,1629331200.0,61859.7,65556.9,61200.0,65313.7,63493.2,11.98557218,911.0
88,1629417600.0,65484.5,69193.0,65309.8,69193.0,66816.3,7.0822201,578.0
89,1629504000.0,69204.9,69503.9,68000.0,68557.9,68676.6,9.93242061,653.0
90,1629590400.0,68418.3,69290.7,67439.2,68985.7,68359.2,9.27167229,653.0
91,1629676800.0,69000.0,70412.3,68269.7,68877.7,69745.0,6.14964324,463.0
92,1629763200.0,68985.2,69017.9,65854.7,65854.7,67555.5,7.40288955,425.0
93,1629849600.0,65936.5,67509.0,65031.4,67421.9,66353.7,6.43879349,357.0
94,1629936000.0,67380.9,67849.8,64000.0,64917.0,65245.4,5.76898285,329.0
95,1630022400.0,64820.2,67418.6,64302.9,67309.6,65643.0,5.4549601,416.0
96,1630108800.0,67375.6,67758.6,66654.9,67181.6,67121.5,4.556701,472.0
97,1630195200.0,67228.6,68266.1,66033.8,66858.9,67576.0,11.06728481,371.0
98,1630281600.0,66801.1,66874.3,64316.6,64402.8,65786.5,5.8352021,500.0
99,1630368000.0,64380.9,65934.9,64000.0,64670.7,64785.5,7.1559771,519.0
100,1630454400.0,64445.6,66568.3,63781.4,66321.3,65001.1,8.52594696,431.0
101,1630540800.0,66502.6,68201.0,66184.6,66794.1,67394.4,13.90367506,579.0
102,1630627200.0,66727.0,68428.5,65559.1,67269.1,67534.6,13.74945196,753.0
103,1630713600.0,67230.0,67985.3,66706.9,67281.4,67429.4,4.24193622,310.0
104,1630800000.0,67179.5,69743.2,66740.1,69586.5,67957.8,7.9313116,467.0
105,1630886400.0,69638.4,71030.0,68729.9,70991.4,69773.8,8.35883061,490.0
106,1630972800.0,70771.0,71252.7,55000.0,63479.6,65418.9,19.33159532,1492.0
107,1631059200.0,63591.6,64340.2,60583.4,62634.9,62936.9,13.34814421,858.0
